fips,state,county,slhouse07,slhouse12,ghveg_farms07,ghveg_farms12,ghveg_sqft07,ghveg_sqft12,ghveg_sqftpth07,ghveg_sqftpth12,pct_diabetes18,class
13209,GA,Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
13211,GA,Morgan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0
13213,GA,Murray,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.0
13215,GA,Muscogee,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,1.0
13225,GA,Peach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,1.0
13229,GA,Pierce,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0
13233,GA,Polk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
13235,GA,Pulaski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0
13237,GA,Putnam,0.0,0.0,0.0,3.0,0.0,60.0,0.0,2.835404754,8.5,0.0
13239,GA,Quitman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
13241,GA,Rabun,1.0,0.0,4.0,4.0,13000.0,26210.0,797.2525451,1607.186657,7.7,0.0
13243,GA,Randolph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0
13247,GA,Rockdale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,1.0
13249,GA,Schley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
13251,GA,Screven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,1.0
13253,GA,Seminole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0
13255,GA,Spalding,0.0,0.0,0.0,3.0,0.0,1020.0,0.0,16.00502118,9.5,1.0
13257,GA,Stephens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0
13259,GA,Stewart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0
13261,GA,Sumter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0
13263,GA,Talbot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
13267,GA,Tattnall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,1.0
13269,GA,Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0
13271,GA,Telfair,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.0
13273,GA,Terrell,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
13275,GA,Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
13277,GA,Tift,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,1.0
13279,GA,Toombs,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
13281,GA,Towns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
13283,GA,Treutlen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
13285,GA,Troup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,1.0
13287,GA,Turner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,1.0
13289,GA,Twiggs,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0
13291,GA,Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
13293,GA,Upson,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
13299,GA,Ware,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,1.0
13301,GA,Warren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,1.0
13303,GA,Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0
13305,GA,Wayne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,1.0
13307,GA,Webster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0
13309,GA,Wheeler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
13311,GA,White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0
13313,GA,Whitfield,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,1.0
13315,GA,Wilcox,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,1.0
13319,GA,Wilkinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0
15003,HI,Honolulu,3.0,3.0,6.0,15.0,107030.0,412012.0,115.6662182,421.8361419,10.4,1.0
16003,ID,Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0
16009,ID,Benewah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
16011,ID,Bingham,3.0,2.0,0.0,7.0,0.0,31234.0,0.0,686.1147112,9.4,1.0
16015,ID,Boise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0
16017,ID,Bonner,3.0,2.0,6.0,7.0,17815.0,11015.0,437.3066915,272.3923043,6.8,0.0
16021,ID,Boundary,1.0,1.0,0.0,6.0,0.0,8200.0,0.0,757.156048,7.6,0.0
16029,ID,Caribou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0
16031,ID,Cassia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.0
16033,ID,Clark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0
16035,ID,Clearwater,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.0
16037,ID,Custer,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
16041,ID,Franklin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
16043,ID,Fremont,0.0,0.0,0.0,3.0,0.0,5761.0,0.0,443.4608575,7.0,0.0
16045,ID,Gem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0
16047,ID,Gooding,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
16051,ID,Jefferson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
16053,ID,Jerome,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
16061,ID,Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
16063,ID,Lincoln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0
16065,ID,Madison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0
16071,ID,Oneida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0
16075,ID,Payette,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0
16077,ID,Power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0
16081,ID,Teton,1.0,0.0,3.0,9.0,1817.0,9176.0,203.4258845,909.5054019,6.6,0.0
16087,ID,Washington,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
17001,IL,Adams,0.0,1.0,0.0,5.0,0.0,14442.0,0.0,215.0259067,8.9,1.0
17003,IL,Alexander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
17007,IL,Boone,0.0,0.0,0.0,3.0,0.0,11818.0,0.0,219.510383,6.9,0.0
17009,IL,Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
17017,IL,Cass,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0
17021,IL,Christian,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
17023,IL,Clark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
17025,IL,Clay,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0
17027,IL,Clinton,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
17031,IL,Cook,24.0,23.0,11.0,5.0,41000.0,17511.0,7.954623722,3.346462336,9.0,1.0
17035,IL,Cumberland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
17037,IL,DeKalb,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
17039,IL,De Witt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0
17043,IL,DuPage,1.0,3.0,3.0,3.0,18900.0,34500.0,20.82814466,37.17684432,6.3,0.0
17047,IL,Edwards,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0
17049,IL,Effingham,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
17051,IL,Fayette,1.0,1.0,0.0,9.0,0.0,50303.0,0.0,2273.787461,8.1,0.0
17053,IL,Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0
17057,IL,Fulton,0.0,0.0,0.0,3.0,0.0,4360.0,0.0,119.0573715,6.5,0.0
17059,IL,Gallatin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0
17065,IL,Hamilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0
17069,IL,Hardin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0
17071,IL,Henderson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
17079,IL,Jasper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0
17087,IL,Johnson,1.0,1.0,0.0,4.0,0.0,6320.0,0.0,489.618841,7.0,0.0
17089,IL,Kane,1.0,1.0,8.0,5.0,7950.0,20000.0,16.03624393,38.32592365,8.1,0.0
17093,IL,Kendall,0.0,0.0,0.0,3.0,0.0,10960.0,0.0,92.59885096,9.1,1.0
17095,IL,Knox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0
17101,IL,Lawrence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0
17103,IL,Lee,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0
17109,IL,McDonough,1.0,0.0,0.0,3.0,0.0,11630.0,0.0,357.8461538,8.0,0.0
17113,IL,McLean,0.0,0.0,0.0,4.0,0.0,5140.0,0.0,29.78001031,8.9,1.0
17117,IL,Macoupin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
17123,IL,Marshall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
17127,IL,Massac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0
17129,IL,Menard,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0
17131,IL,Mercer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0
17135,IL,Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0
17143,IL,Peoria,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,1.0
17147,IL,Piatt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
17153,IL,Pulaski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0
17155,IL,Putnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0
17157,IL,Randolph,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0
17159,IL,Richland,0.0,0.0,0.0,3.0,0.0,9028.0,0.0,557.9383227,7.3,0.0
17163,IL,St. Clair,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0
17165,IL,Saline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0
17169,IL,Schuyler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
17171,IL,Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
17173,IL,Shelby,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0
17179,IL,Tazewell,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0
17181,IL,Union,0.0,0.0,6.0,7.0,36000.0,19242.0,1992.693457,1091.620809,7.2,0.0
17183,IL,Vermilion,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0
17185,IL,Wabash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
17187,IL,Warren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
17191,IL,Wayne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
17201,IL,Winnebago,1.0,1.0,3.0,8.0,1060.0,11120.0,3.605552551,38.08597429,8.6,0.0
18001,IN,Adams,0.0,0.0,5.0,12.0,20064.0,131732.0,590.7779283,3826.193035,6.7,0.0
18005,IN,Bartholomew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1.0
18007,IN,Benton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
18009,IN,Blackford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0
18021,IN,Clay,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.0
18033,IN,DeKalb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
18037,IN,Dubois,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0
18039,IN,Elkhart,2.0,1.0,9.0,16.0,45913.0,90820.0,233.8872361,455.85733,10.0,1.0
18043,IN,Floyd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,1.0
18055,IN,Greene,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,1.0
18057,IN,Hamilton,0.0,0.0,3.0,3.0,24000.0,3586.0,94.59060006,12.37571654,8.1,0.0
18067,IN,Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.0
18075,IN,Jay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,1.0
18077,IN,Jefferson,1.0,0.0,0.0,5.0,0.0,16320.0,0.0,501.8758841,8.6,0.0
18079,IN,Jennings,0.0,0.0,3.0,3.0,5200.0,6400.0,182.4433373,227.0389159,9.4,1.0
18085,IN,Kosciusko,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,1.0
18087,IN,LaGrange,2.0,2.0,7.0,31.0,24300.0,106680.0,657.9838076,2835.876442,8.1,0.0
18093,IN,Lawrence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,1.0
18099,IN,Marshall,1.0,1.0,4.0,4.0,22856.0,20944.0,487.6362783,445.6928839,8.6,0.0
18101,IN,Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
18103,IN,Miami,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0
18105,IN,Monroe,0.0,0.0,3.0,5.0,3300.0,7533.0,24.90302911,53.30304831,8.0,0.0
18111,IN,Newton,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,1.0
18115,IN,Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
18117,IN,Orange,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0
18119,IN,Owen,1.0,1.0,7.0,5.0,10880.0,9020.0,498.2141222,422.2253429,9.3,1.0
18121,IN,Parke,0.0,0.0,8.0,8.0,26029.0,52264.0,1491.718723,3056.910569,7.8,0.0
18123,IN,Perry,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
18125,IN,Pike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.0
18131,IN,Pulaski,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0
18135,IN,Randolph,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.0
18137,IN,Ripley,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0
18143,IN,Scott,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1.0
18149,IN,Starke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,1.0
18153,IN,Sullivan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,1.0
18155,IN,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1.0
18159,IN,Tipton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,1.0
18161,IN,Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
18165,IN,Vermillion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0
18167,IN,Vigo,1.0,1.0,0.0,3.0,0.0,3820.0,0.0,35.17689743,9.3,1.0
18171,IN,Warren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0
18181,IN,White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1.0
18183,IN,Whitley,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.0
19003,IA,Adams,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0
19007,IA,Appanoose,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0
19009,IA,Audubon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0
19013,IA,Black Hawk,2.0,2.0,8.0,6.0,13360.0,19364.0,104.5743448,146.9931832,8.2,0.0
19025,IA,Calhoun,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
19031,IA,Cedar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
19033,IA,Cerro Gordo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
19037,IA,Chickasaw,1.0,0.0,3.0,6.0,6960.0,77008.0,555.0239234,6269.988601,8.1,0.0
19039,IA,Clarke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0
19041,IA,Clay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
19045,IA,Clinton,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,1.0
19051,IA,Davis,1.0,1.0,7.0,23.0,19268.0,105918.0,2220.839096,12189.89527,9.5,1.0
19057,IA,Des Moines,0.0,0.0,0.0,3.0,0.0,6720.0,0.0,166.9191982,10.1,1.0
19059,IA,Dickinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0
19063,IA,Emmet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
19065,IA,Fayette,3.0,3.0,0.0,3.0,0.0,17568.0,0.0,844.0472759,9.0,1.0
19067,IA,Floyd,1.0,2.0,6.0,13.0,8100.0,57973.0,490.9983633,3599.466038,7.6,0.0
19069,IA,Franklin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.0
19075,IA,Grundy,0.0,0.0,3.0,3.0,3888.0,10560.0,315.6612812,849.4891803,7.2,0.0
19077,IA,Guthrie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0
19079,IA,Hamilton,0.0,0.0,0.0,4.0,0.0,8760.0,0.0,571.5404189,6.8,0.0
19085,IA,Harrison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,1.0
19089,IA,Howard,1.0,0.0,3.0,6.0,10760.0,37430.0,1116.645911,3907.098121,6.9,0.0
19091,IA,Humboldt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0
19093,IA,Ida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0
19095,IA,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0
19097,IA,Jackson,0.0,0.0,6.0,3.0,18000.0,6108.0,899.3255059,310.1767215,7.6,0.0
19099,IA,Jasper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,1.0
19103,IA,Johnson,1.0,2.0,10.0,13.0,33010.0,38430.0,265.0532756,280.668697,7.6,0.0
19113,IA,Linn,0.0,1.0,3.0,7.0,9680.0,25192.0,47.02681695,117.0082814,8.3,0.0
19115,IA,Louisa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0
19121,IA,Madison,1.0,1.0,0.0,4.0,0.0,6360.0,0.0,406.5456405,6.9,0.0
19129,IA,Mills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0
19131,IA,Mitchell,0.0,1.0,6.0,7.0,17620.0,35224.0,1629.670736,3277.565832,7.1,0.0
19135,IA,Monroe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0
19137,IA,Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
19139,IA,Muscatine,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0
19143,IA,Osceola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
19151,IA,Pocahontas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0
19153,IA,Polk,4.0,3.0,3.0,3.0,1300.0,2060.0,3.147516851,4.638918727,8.5,0.0
19171,IA,Tama,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0
19173,IA,Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0
19177,IA,Van Buren,1.0,0.0,0.0,3.0,0.0,11400.0,0.0,1529.380199,7.9,0.0
19179,IA,Wapello,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,1.0
19187,IA,Webster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
19197,IA,Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
20007,KS,Barber,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
20009,KS,Barton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,1.0
20013,KS,Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1.0
20015,KS,Butler,0.0,1.0,3.0,4.0,9000.0,5225.0,140.1585349,79.40729483,9.0,1.0
20019,KS,Chautauqua,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
20021,KS,Cherokee,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,1.0
20023,KS,Cheyenne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
20025,KS,Clark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0
20027,KS,Clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,1.0
20029,KS,Cloud,0.0,1.0,0.0,3.0,0.0,11334.0,0.0,1206.386376,7.8,0.0
20031,KS,Coffey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,1.0
20033,KS,Comanche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0
20035,KS,Cowley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0
20037,KS,Crawford,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,1.0
20039,KS,Decatur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
20041,KS,Dickinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0
20045,KS,Douglas,0.0,0.0,3.0,13.0,8400.0,28100.0,77.85563341,248.1126661,7.3,0.0
20047,KS,Edwards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,1.0
20049,KS,Elk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,1.0
20051,KS,Ellis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
20057,KS,Ford,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,1.0
20059,KS,Franklin,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0
20061,KS,Geary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.0
20063,KS,Gove,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,1.0
20065,KS,Graham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
20067,KS,Grant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
20071,KS,Greeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0
20075,KS,Hamilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,1.0
20077,KS,Harper,0.0,0.0,0.0,4.0,0.0,1532.0,0.0,261.2105712,7.3,0.0
20081,KS,Haskell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
20083,KS,Hodgeman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
20089,KS,Jewell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0
20093,KS,Kearny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0
20095,KS,Kingman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0
20099,KS,Labette,2.0,1.0,0.0,6.0,0.0,8932.0,0.0,421.141968,10.5,1.0
20101,KS,Lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0
20103,KS,Leavenworth,0.0,0.0,4.0,6.0,11540.0,30360.0,156.3876353,390.5576639,11.1,1.0
20105,KS,Lincoln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
20107,KS,Linn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.0
20115,KS,Marion,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,1.0
20123,KS,Mitchell,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0
20125,KS,Montgomery,0.0,0.0,0.0,3.0,0.0,4896.0,0.0,142.0406742,10.1,1.0
20129,KS,Morton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0
20131,KS,Nemaha,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0
20135,KS,Ness,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0
20139,KS,Osage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0
20141,KS,Osborne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0
20143,KS,Ottawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0
20145,KS,Pawnee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0
20147,KS,Phillips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
20151,KS,Pratt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0
20153,KS,Rawlins,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
